folder,model,file,path,precision,recall,f1,loose_precision,loose_recall,loose_f1,unlabeled_precision,unlabeled_recall,unlabeled_f1
person,mono,european_conll_9_results_mono.iob2,../predictions\person\mono\european_conll_9_results_mono.iob2,0.6831505124977522,0.6726274787535411,0.6778481577303952,0.8694479410178025,0.8610127478753541,0.6778481577303952,0.718755619492897,0.7076841359773371,0.6778481577303952
person,mono,indian_conll_10_results_mono.iob2,../predictions\person\mono\indian_conll_10_results_mono.iob2,0.6903052064631957,0.6807719546742209,0.6855054376894277,0.8709156193895871,0.8627832861189801,0.6855054376894277,0.7287253141831239,0.7186614730878187,0.6855054376894277
person,mono,indian_conll_1_results_mono.iob2,../predictions\person\mono\indian_conll_1_results_mono.iob2,0.6910788009334051,0.681657223796034,0.6863356805419377,0.8702207862143242,0.8629603399433428,0.6863356805419377,0.7296715131933226,0.7197237960339944,0.6863356805419377
person,mono,indian_conll_2_results_mono.iob2,../predictions\person\mono\indian_conll_2_results_mono.iob2,0.6887334050950843,0.6797096317280453,0.6841917661735877,0.8683171869393613,0.8611898016997167,0.6841917661735877,0.7294581987800502,0.7199008498583569,0.6841917661735877
person,mono,indian_conll_3_results_mono.iob2,../predictions\person\mono\indian_conll_3_results_mono.iob2,0.6921005385996409,0.6825424929178471,0.687288286682118,0.8723518850987433,0.8647308781869688,0.687288286682118,0.73016157989228,0.7200779036827195,0.687288286682118
person,mono,indian_conll_4_results_mono.iob2,../predictions\person\mono\indian_conll_4_results_mono.iob2,0.6901256732495512,0.6805949008498584,0.6853271527901587,0.8703770197486534,0.8627832861189801,0.6853271527901587,0.7296229802513465,0.7195467422096318,0.6853271527901587
person,mono,indian_conll_5_results_mono.iob2,../predictions\person\mono\indian_conll_5_results_mono.iob2,0.6903735632183908,0.6805949008498584,0.6854493580599145,0.8708692528735632,0.8631373937677054,0.6854493580599145,0.7289870689655172,0.7186614730878187,0.6854493580599145
person,mono,indian_conll_6_results_mono.iob2,../predictions\person\mono\indian_conll_6_results_mono.iob2,0.6892280071813286,0.6797096317280453,0.6844357282938136,0.8703770197486534,0.8626062322946175,0.6844357282938136,0.7283662477558348,0.7183073654390935,0.6844357282938136
person,mono,indian_conll_7_results_mono.iob2,../predictions\person\mono\indian_conll_7_results_mono.iob2,0.6895190236898779,0.6802407932011332,0.6848484848484849,0.868808327351041,0.8613668555240793,0.6848484848484849,0.7297200287150036,0.7199008498583569,0.6848484848484849
person,mono,indian_conll_8_results_mono.iob2,../predictions\person\mono\indian_conll_8_results_mono.iob2,0.6882067851373183,0.6788243626062322,0.6834833764150101,0.8675282714054927,0.8603045325779037,0.6834833764150101,0.7302100161550888,0.7202549575070821,0.6834833764150101
person,mono,indian_conll_9_results_mono.iob2,../predictions\person\mono\indian_conll_9_results_mono.iob2,0.6882743760100557,0.6786473087818697,0.6834269412498886,0.8694559166816305,0.8617209631728046,0.6834269412498886,0.7279583408152271,0.7177762039660056,0.6834269412498886
person,multi,african_conll_10_results_multi.iob2,../predictions\person\multi\african_conll_10_results_multi.iob2,0.6623589743589744,0.5717067988668555,0.6137033165447116,0.8691282051282051,0.7496458923512748,0.6137033165447116,0.705025641025641,0.6085339943342776,0.6137033165447116
person,multi,african_conll_1_results_multi.iob2,../predictions\person\multi\african_conll_1_results_multi.iob2,0.6751435602953241,0.5828611898016998,0.6256176358798936,0.875512715340443,0.7569050991501416,0.6256176358798936,0.7196472518457753,0.6212818696883853,0.6256176358798936
person,multi,african_conll_2_results_multi.iob2,../predictions\person\multi\african_conll_2_results_multi.iob2,0.6659132936100267,0.5738314447592068,0.6164526866381359,0.873638791863571,0.7549575070821529,0.6164526866381359,0.708444627080337,0.6104815864022662,0.6164526866381359
person,multi,african_conll_3_results_multi.iob2,../predictions\person\multi\african_conll_3_results_multi.iob2,0.6708470394736842,0.5777266288951841,0.6208143074581431,0.8725328947368421,0.7531869688385269,0.6208143074581431,0.7164884868421053,0.6170325779036827,0.6208143074581431
person,multi,african_conll_4_results_multi.iob2,../predictions\person\multi\african_conll_4_results_multi.iob2,0.6648859667146085,0.5729461756373938,0.6155016642891109,0.8726114649681529,0.7531869688385269,0.6155016642891109,0.7076227655640025,0.6097733711048159,0.6155016642891109
person,multi,african_conll_5_results_multi.iob2,../predictions\person\multi\african_conll_5_results_multi.iob2,0.6671454955879335,0.5756019830028328,0.6180020910559832,0.874204801970039,0.7546033994334278,0.6180020910559832,0.7073671249743485,0.6103045325779037,0.6180020910559832
person,multi,african_conll_6_results_multi.iob2,../predictions\person\multi\african_conll_6_results_multi.iob2,0.6705689053193674,0.5780807365439093,0.6208994960540078,0.8782090778393921,0.7581444759206799,0.6208994960540078,0.7110289587184226,0.6129603399433428,0.6208994960540078
person,multi,african_conll_7_results_multi.iob2,../predictions\person\multi\african_conll_7_results_multi.iob2,0.6736453201970444,0.5810906515580736,0.6239543726235741,0.8791050903119869,0.7593838526912181,0.6239543726235741,0.7132594417077176,0.6152620396600567,0.6239543726235741
